month_date,grade,from_bucket,to_bucket,from_balance,to_balance,flow_rate
2019-07-01,B,150+,180+,3044105.0,2911462.5,0.956426
2019-07-01,B,180+,GCO,4966805.0,598981293.75,1.0
2019-07-01,C,Current,30+,704286913.51,207591.25,0.000295
2019-07-01,C,30+,60+,181050.0,183706.25,1.0
2019-07-01,C,60+,90+,209907.5,149557.5,0.712492
2019-07-01,C,90+,120+,425085.0,418285.0,0.984003
2019-07-01,C,120+,150+,667696.25,701271.25,1.0
2019-07-01,C,150+,180+,1314525.0,1237345.0,0.941287
2019-07-01,C,180+,GCO,2974766.25,1069103841.25,1.0
2019-07-01,D,Current,30+,386439054.8,69126.25,0.000179
2019-07-01,D,30+,60+,66937.5,75097.5,1.0
2019-07-01,D,60+,90+,235853.75,164623.75,0.697991
2019-07-01,D,90+,120+,160267.5,190230.0,1.0
2019-07-01,D,120+,150+,154466.25,195733.75,1.0
2019-07-01,D,150+,180+,446165.0,395845.0,0.887217
2019-07-01,D,180+,GCO,961753.75,828352115.0,1.0
2019-07-01,E,Current,30+,222551285.64,67150.0,0.000302
2019-07-01,E,30+,60+,34403.75,20166.25,0.586164
2019-07-01,E,60+,90+,95306.25,90822.5,0.952954
2019-07-01,E,90+,120+,51425.0,70146.25,1.0
2019-07-01,E,120+,150+,61200.0,44200.0,0.722222
2019-07-01,E,150+,180+,145796.25,147496.25,1.0
2019-07-01,E,180+,GCO,415841.25,554509251.25,1.0
2019-07-01,F,Current,30+,83685276.8,0.0,0.0
2019-07-01,F,60+,90+,22163.75,22163.75,1.0
2019-07-01,F,90+,120+,15300.0,0.0,0.0
2019-07-01,F,120+,150+,63303.75,48853.75,0.771735
2019-07-01,F,150+,180+,84490.0,114240.0,1.0
2019-07-01,F,180+,GCO,125693.75,240593265.0,1.0
2019-07-01,G,Current,30+,30806099.45,20336.25,0.00066
2019-07-01,G,60+,90+,11305.0,0.0,0.0
2019-07-01,G,90+,120+,29410.0,12941.25,0.440029
2019-07-01,G,150+,180+,55228.75,23587.5,0.427087
2019-07-01,G,180+,GCO,39461.25,79292462.5,1.0
2019-08-01,A,Current,30+,245526223.08,39950.0,0.000163
2019-08-01,A,30+,60+,65811.25,65811.25,1.0
2019-08-01,A,60+,90+,100746.25,100746.25,1.0
2019-08-01,A,90+,120+,232198.75,187828.75,0.808914
2019-08-01,A,120+,150+,436092.5,411102.5,0.942696
2019-08-01,A,150+,180+,858861.25,766678.75,0.892669
2019-08-01,A,180+,GCO,1330632.5,164081726.25,1.0
2019-08-01,B,Current,30+,481774030.91,60180.0,0.000125
2019-08-01,B,30+,60+,121635.0,118320.0,0.972746
2019-08-01,B,60+,90+,208101.25,179350.0,0.86184
2019-08-01,B,90+,120+,342571.25,339022.5,0.989641
2019-08-01,B,120+,150+,620223.75,503880.0,0.812416
2019-08-01,B,150+,180+,1419245.0,1414803.75,0.996871
2019-08-01,B,180+,GCO,2911462.5,602056041.25,1.0
2019-08-01,C,Current,30+,655540701.32,145350.0,0.000222
2019-08-01,C,30+,60+,207591.25,205700.0,0.99089
2019-08-01,C,60+,90+,183706.25,186447.5,1.0
2019-08-01,C,90+,120+,149557.5,170935.0,1.0
2019-08-01,C,120+,150+,418285.0,370387.5,0.885491
2019-08-01,C,150+,180+,701271.25,703757.5,1.0
2019-08-01,C,180+,GCO,1237345.0,1070401770.0,1.0
2019-08-01,D,Current,30+,360189209.27,84235.0,0.000234
2019-08-01,D,30+,60+,69126.25,43796.25,0.633569
2019-08-01,D,60+,90+,75097.5,102467.5,1.0
2019-08-01,D,90+,120+,164623.75,82280.0,0.499806
2019-08-01,D,120+,150+,190230.0,239933.75,1.0
2019-08-01,D,150+,180+,195733.75,181411.25,0.926827
2019-08-01,D,180+,GCO,395845.0,828794922.5,1.0
2019-08-01,E,Current,30+,208357961.5,66300.0,0.000318
2019-08-01,E,30+,60+,67150.0,28900.0,0.43038
2019-08-01,E,60+,90+,20166.25,58416.25,1.0
2019-08-01,E,90+,120+,90822.5,78072.5,0.859616
2019-08-01,E,120+,150+,70146.25,31471.25,0.448652
2019-08-01,E,150+,180+,44200.0,92225.0,1.0
2019-08-01,E,180+,GCO,147496.25,554660147.5,1.0
2019-08-01,F,Current,30+,78969472.62,16766.25,0.000212
2019-08-01,F,90+,120+,22163.75,22163.75,1.0
2019-08-01,F,150+,180+,48853.75,34276.25,0.701609
2019-08-01,F,180+,GCO,114240.0,240722082.5,1.0
2019-08-01,G,Current,30+,29311091.74,0.0,0.0
2019-08-01,G,30+,60+,20336.25,20336.25,1.0
2019-08-01,G,120+,150+,12941.25,11305.0,0.873563
2019-08-01,G,150+,180+,27773.75,29410.0,1.0
2019-08-01,G,180+,GCO,23587.5,79316050.0,1.0
2019-09-01,A,Current,30+,222723789.46,30770.0,0.000138
2019-09-01,A,30+,60+,39950.0,27200.0,0.680851
2019-09-01,A,60+,90+,65811.25,65811.25,1.0
2019-09-01,A,90+,120+,100746.25,100746.25,1.0
2019-09-01,A,120+,150+,187828.75,210948.75,1.0
2019-09-01,A,150+,180+,411102.5,446717.5,1.0
2019-09-01,A,180+,GCO,766678.75,164789670.0,1.0
2019-09-01,B,Current,30+,439121070.24,97750.0,0.000223
2019-09-01,B,30+,60+,60180.0,67065.0,1.0
2019-09-01,B,60+,90+,118320.0,121635.0,1.0
2019-09-01,B,90+,120+,179350.0,208101.25,1.0
2019-09-01,B,120+,150+,339022.5,342571.25,1.0
2019-09-01,B,150+,180+,503880.0,620223.75,1.0
2019-09-01,B,180+,GCO,1414803.75,603312001.25,1.0
2019-09-01,C,Current,30+,606422517.95,121103.75,0.0002
2019-09-01,C,30+,60+,145350.0,126225.0,0.868421
2019-09-01,C,60+,90+,205700.0,200791.25,0.976136
2019-09-01,C,90+,120+,186447.5,207506.25,1.0
2019-09-01,C,120+,150+,170935.0,149557.5,0.874938
2019-09-01,C,150+,180+,370387.5,408765.0,1.0
2019-09-01,C,180+,GCO,703757.5,1071051977.5,1.0
2019-09-01,D,Current,30+,333830759.24,90610.0,0.000271
2019-09-01,D,30+,60+,84235.0,86275.0,1.0
2019-09-01,D,60+,90+,43796.25,67766.25,1.0
2019-09-01,D,90+,120+,102467.5,76457.5,0.746163
2019-09-01,D,120+,150+,82280.0,160373.75,1.0
2019-09-01,D,150+,180+,239933.75,194480.0,0.810557
2019-09-01,D,180+,GCO,181411.25,828943693.75,1.0
2019-09-01,E,Current,30+,193396385.27,116556.25,0.000603
2019-09-01,E,30+,60+,66300.0,17000.0,0.25641
2019-09-01,E,60+,90+,28900.0,45900.0,1.0
2019-09-01,E,90+,120+,58416.25,41416.25,0.708985
2019-09-01,E,120+,150+,78072.5,90822.5,1.0
2019-09-01,E,150+,180+,31471.25,43966.25,1.0
2019-09-01,E,180+,GCO,92225.0,554727127.5,1.0
2019-09-01,F,Current,30+,73929050.69,16766.25,0.000227
2019-09-01,F,30+,60+,16766.25,0.0,0.0
2019-09-01,F,120+,150+,22163.75,22163.75,1.0
2019-09-01,F,180+,GCO,34276.25,240756358.75,1.0
2019-09-01,G,Current,30+,27726513.31,0.0,0.0
2019-09-01,G,60+,90+,20336.25,20336.25,1.0
2019-09-01,G,150+,180+,11305.0,12941.25,1.0
2019-09-01,G,180+,GCO,29410.0,79343823.75,1.0
2019-10-01,A,Current,30+,208578093.14,18870.0,9e-05
2019-10-01,A,30+,60+,30770.0,18020.0,0.585635
2019-10-01,A,60+,90+,27200.0,39950.0,1.0
2019-10-01,A,90+,120+,65811.25,65811.25,1.0
2019-10-01,A,120+,150+,100746.25,97176.25,0.964564
2019-10-01,A,150+,180+,210948.75,149578.75,0.709076
2019-10-01,A,180+,GCO,446717.5,165301327.5,1.0
2019-10-01,B,Current,30+,412247047.25,46070.0,0.000112
2019-10-01,B,30+,60+,97750.0,124950.0,1.0
2019-10-01,B,60+,90+,67065.0,56100.0,0.836502
2019-10-01,B,90+,120+,121635.0,111350.0,0.915444
2019-10-01,B,120+,150+,208101.25,190400.0,0.914939
2019-10-01,B,150+,180+,342571.25,330522.5,0.964828
2019-10-01,B,180+,GCO,620223.75,603983225.0,1.0
2019-10-01,C,Current,30+,575779282.95,142226.25,0.000247
2019-10-01,C,30+,60+,121103.75,112540.0,0.929286
2019-10-01,C,60+,90+,126225.0,145350.0,1.0
2019-10-01,C,90+,120+,200791.25,150450.0,0.749286
2019-10-01,C,120+,150+,207506.25,229797.5,1.0
2019-10-01,C,150+,180+,149557.5,182835.0,1.0
2019-10-01,C,180+,GCO,408765.0,1071475915.0,1.0
2019-10-01,D,Current,30+,317249704.37,83385.0,0.000263
2019-10-01,D,30+,60+,90610.0,121210.0,1.0
2019-10-01,D,60+,90+,86275.0,84235.0,0.976355
2019-10-01,D,90+,120+,67766.25,43796.25,0.646284
2019-10-01,D,120+,150+,76457.5,102467.5,1.0
2019-10-01,D,150+,180+,160373.75,82280.0,0.513052
2019-10-01,D,180+,GCO,194480.0,829216267.5,1.0
2019-10-01,E,Current,30+,184265974.43,55250.0,0.0003
2019-10-01,E,30+,60+,116556.25,102276.25,0.877484
2019-10-01,E,60+,90+,17000.0,66300.0,1.0
2019-10-01,E,90+,120+,45900.0,28900.0,0.62963
2019-10-01,E,120+,150+,41416.25,58416.25,1.0
2019-10-01,E,150+,180+,90822.5,78072.5,0.859616
2019-10-01,E,180+,GCO,43966.25,554783843.75,1.0
2019-10-01,F,Current,30+,70795579.19,19635.0,0.000277
2019-10-01,F,30+,60+,16766.25,0.0,0.0
2019-10-01,F,150+,180+,22163.75,22163.75,1.0
2019-10-01,G,Current,30+,26770263.05,0.0,0.0
2019-10-01,G,90+,120+,20336.25,0.0,0.0
2019-10-01,G,180+,GCO,12941.25,79356765.0,1.0
2019-11-01,A,Current,30+,186811773.23,43605.0,0.000233
2019-11-01,A,30+,60+,18870.0,0.0,0.0
2019-11-01,A,60+,90+,18020.0,30770.0,1.0
2019-11-01,A,90+,120+,39950.0,27200.0,0.680851
2019-11-01,A,120+,150+,65811.25,65811.25,1.0
2019-11-01,A,150+,180+,97176.25,100746.25,1.0
2019-11-01,A,180+,GCO,149578.75,165447336.25,1.0
2019-11-01,B,Current,30+,372994255.08,100172.5,0.000269
2019-11-01,B,30+,60+,46070.0,48620.0,1.0
2019-11-01,B,60+,90+,124950.0,97750.0,0.782313
2019-11-01,B,90+,120+,56100.0,67065.0,1.0
2019-11-01,B,120+,150+,111350.0,121635.0,1.0
2019-11-01,B,150+,180+,190400.0,208101.25,1.0
2019-11-01,B,180+,GCO,330522.5,604274796.25,1.0
2019-11-01,C,Current,30+,530215682.42,47940.0,9e-05
2019-11-01,C,30+,60+,142226.25,134087.5,0.942776
2019-11-01,C,60+,90+,112540.0,110903.75,0.985461
2019-11-01,C,90+,120+,145350.0,136425.0,0.938596
2019-11-01,C,120+,150+,150450.0,200791.25,1.0
2019-11-01,C,150+,180+,229797.5,207506.25,0.902996
2019-11-01,C,180+,GCO,182835.0,1071610300.0,1.0
2019-11-01,D,Current,30+,292627302.75,187892.5,0.000642
2019-11-01,D,30+,60+,83385.0,73015.0,0.875637
2019-11-01,D,60+,90+,121210.0,90610.0,0.747546
2019-11-01,D,90+,120+,84235.0,86275.0,1.0
2019-11-01,D,120+,150+,43796.25,67766.25,1.0
2019-11-01,D,150+,180+,102467.5,76457.5,0.746163
2019-11-01,D,180+,GCO,82280.0,829298547.5,1.0
2019-11-01,E,Current,30+,170162874.61,73397.5,0.000431
2019-11-01,E,30+,60+,55250.0,90270.0,1.0
2019-11-01,E,60+,90+,102276.25,102956.25,1.0
2019-11-01,E,90+,120+,66300.0,30600.0,0.461538
2019-11-01,E,120+,150+,28900.0,45900.0,1.0
2019-11-01,E,150+,180+,58416.25,41416.25,0.708985
2019-11-01,E,180+,GCO,78072.5,554861916.25,1.0
2019-11-01,F,Current,30+,65956405.26,65365.0,0.000991
2019-11-01,F,30+,60+,19635.0,19635.0,1.0
2019-11-01,F,90+,120+,16766.25,0.0,0.0
2019-11-01,F,180+,GCO,22163.75,240778522.5,1.0
2019-11-01,G,Current,30+,25246285.83,0.0,0.0
2019-11-01,G,150+,180+,20336.25,0.0,0.0
2019-12-01,A,Current,30+,174223794.23,16150.0,9.3e-05
2019-12-01,A,30+,60+,43605.0,19975.0,0.45809
2019-12-01,A,90+,120+,30770.0,18020.0,0.585635
2019-12-01,A,120+,150+,27200.0,35700.0,1.0
2019-12-01,A,150+,180+,65811.25,70061.25,1.0
2019-12-01,A,180+,GCO,100746.25,165548082.5,1.0
2019-12-01,B,Current,30+,349476424.3,47855.0,0.000137
2019-12-01,B,30+,60+,100172.5,118022.5,1.0
2019-12-01,B,60+,90+,48620.0,46920.0,0.965035
2019-12-01,B,90+,120+,97750.0,124950.0,1.0
2019-12-01,B,120+,150+,67065.0,56100.0,0.836502
2019-12-01,B,150+,180+,121635.0,102000.0,0.838574
2019-12-01,B,180+,GCO,208101.25,604513497.5,1.0
2019-12-01,C,Current,30+,502500591.84,128073.75,0.000255
2019-12-01,C,30+,60+,47940.0,29835.0,0.62234
2019-12-01,C,60+,90+,134087.5,142226.25,1.0
2019-12-01,C,90+,120+,110903.75,104210.0,0.939644
2019-12-01,C,120+,150+,136425.0,153680.0,1.0
2019-12-01,C,150+,180+,200791.25,150450.0,0.749286
2019-12-01,C,180+,GCO,207506.25,1071888547.5,1.0
2019-12-01,D,Current,30+,277482862.77,102998.75,0.000371
2019-12-01,D,30+,60+,187892.5,195032.5,1.0
2019-12-01,D,60+,90+,73015.0,83385.0,1.0
2019-12-01,D,90+,120+,90610.0,100810.0,1.0
2019-12-01,D,120+,150+,86275.0,104635.0,1.0
2019-12-01,D,150+,180+,67766.25,43796.25,0.646284
2019-12-01,D,180+,GCO,76457.5,829401015.0,1.0
2019-12-01,E,Current,30+,161301022.82,38250.0,0.000237
2019-12-01,E,30+,60+,73397.5,84001.25,1.0
2019-12-01,E,60+,90+,90270.0,66257.5,0.733992
2019-12-01,E,90+,120+,102956.25,102276.25,0.993395
2019-12-01,E,120+,150+,30600.0,66300.0,1.0
2019-12-01,E,150+,180+,45900.0,28900.0,0.62963
2019-12-01,E,180+,GCO,41416.25,554920332.5,1.0
2019-12-01,F,Current,30+,62895207.84,14896.25,0.000237
2019-12-01,F,30+,60+,65365.0,73865.0,1.0
2019-12-01,F,60+,90+,19635.0,0.0,0.0
2019-12-01,F,90+,120+,16766.25,19635.0,1.0
2019-12-01,G,Current,30+,24324645.65,0.0,0.0
2019-12-01,G,150+,180+,20336.25,0.0,0.0
2020-01-01,A,Current,30+,153720627.74,0.0,0.0
2020-01-01,A,30+,60+,16150.0,16150.0,1.0
2020-01-01,A,60+,90+,19975.0,19975.0,1.0
2020-01-01,A,90+,120+,23630.0,23630.0,1.0
2020-01-01,A,120+,150+,18020.0,18020.0,1.0
2020-01-01,A,150+,180+,35700.0,31450.0,0.880952
2020-01-01,A,180+,GCO,70061.25,165622393.75,1.0
2020-01-01,B,Current,30+,313980510.78,46920.0,0.000149
2020-01-01,B,30+,60+,47855.0,69105.0,1.0
2020-01-01,B,60+,90+,118022.5,122272.5,1.0
2020-01-01,B,90+,120+,46920.0,46920.0,1.0
2020-01-01,B,120+,150+,124950.0,104550.0,0.836735
2020-01-01,B,150+,180+,56100.0,76500.0,1.0
2020-01-01,B,180+,GCO,102000.0,604615497.5,1.0
2020-01-01,C,Current,30+,460116430.74,126798.75,0.000276
2020-01-01,C,30+,60+,128073.75,151023.75,1.0
2020-01-01,C,60+,90+,29835.0,49895.0,1.0
2020-01-01,C,90+,120+,142226.25,124716.25,0.876886
2020-01-01,C,120+,150+,104210.0,111860.0,1.0
2020-01-01,C,150+,180+,153680.0,136680.0,0.889381
2020-01-01,C,180+,GCO,150450.0,1072071297.5,1.0
2020-01-01,D,Current,30+,254705123.18,86126.25,0.000338
2020-01-01,D,30+,60+,102998.75,102998.75,1.0
2020-01-01,D,60+,90+,195032.5,195032.5,1.0
2020-01-01,D,90+,120+,83385.0,64175.0,0.769623
2020-01-01,D,120+,150+,100810.0,85170.0,0.844857
2020-01-01,D,150+,180+,104635.0,103785.0,0.991877
2020-01-01,D,180+,GCO,43796.25,829480511.25,1.0
2020-01-01,E,Current,30+,148069710.63,0.0,0.0
2020-01-01,E,30+,60+,38250.0,52530.0,1.0
2020-01-01,E,60+,90+,84001.25,67001.25,0.797622
2020-01-01,E,90+,120+,66257.5,57757.5,0.871713
2020-01-01,E,120+,150+,102276.25,84553.75,0.826719
2020-01-01,E,150+,180+,66300.0,109522.5,1.0
2020-01-01,E,180+,GCO,28900.0,554949232.5,1.0
2020-01-01,F,Current,30+,58343832.53,0.0,0.0
2020-01-01,F,30+,60+,14896.25,14896.25,1.0
2020-01-01,F,60+,90+,73865.0,34000.0,0.460299
2020-01-01,F,120+,150+,19635.0,19635.0,1.0
2020-01-01,F,150+,180+,16766.25,16766.25,1.0
2020-01-01,G,Current,30+,22821246.27,14981.25,0.000656
2020-02-01,A,Current,30+,135976539.35,0.0,0.0
2020-02-01,A,60+,90+,16150.0,18700.0,1.0
2020-02-01,A,90+,120+,19975.0,24905.0,1.0
2020-02-01,A,120+,150+,23630.0,0.0,0.0
2020-02-01,A,150+,180+,18020.0,30770.0,1.0
2020-02-01,A,180+,GCO,31450.0,165641093.75,1.0
2020-02-01,B,Current,30+,283610283.42,24820.0,8.8e-05
2020-02-01,B,30+,60+,46920.0,91205.0,1.0
2020-02-01,B,60+,90+,69105.0,64600.0,0.934809
2020-02-01,B,90+,120+,122272.5,90142.5,0.737226
2020-02-01,B,120+,150+,46920.0,58650.0,1.0
2020-02-01,B,150+,180+,104550.0,99875.0,0.955285
2020-02-01,B,180+,GCO,76500.0,604652472.5,1.0
2020-02-01,C,Current,30+,423646408.75,64578.75,0.000152
2020-02-01,C,30+,60+,126798.75,198113.75,1.0
2020-02-01,C,60+,90+,151023.75,75225.0,0.4981
2020-02-01,C,90+,120+,49895.0,65790.0,1.0
2020-02-01,C,120+,150+,124716.25,116237.5,0.932016
2020-02-01,C,150+,180+,111860.0,150853.75,1.0
2020-02-01,C,180+,GCO,136680.0,1072115072.5,1.0
2020-02-01,D,Current,30+,234819765.62,57077.5,0.000243
2020-02-01,D,30+,60+,86126.25,132047.5,1.0
2020-02-01,D,60+,90+,102998.75,84320.0,0.818651
2020-02-01,D,90+,120+,195032.5,151682.5,0.777729
2020-02-01,D,120+,150+,64175.0,73015.0,1.0
2020-02-01,D,150+,180+,85170.0,107610.0,1.0
2020-02-01,D,180+,GCO,103785.0,829512046.25,1.0
2020-02-01,E,Current,30+,136261755.73,0.0,0.0
2020-02-01,E,60+,90+,52530.0,59818.75,1.0
2020-02-01,E,90+,120+,67001.25,60690.0,0.905804
2020-02-01,E,120+,150+,57757.5,90270.0,1.0
2020-02-01,E,150+,180+,84553.75,133556.25,1.0
2020-02-01,E,180+,GCO,109522.5,554949232.5,1.0
2020-02-01,F,Current,30+,54199414.32,0.0,0.0
2020-02-01,F,60+,90+,14896.25,8500.0,0.570613
2020-02-01,F,90+,120+,34000.0,65365.0,1.0
2020-02-01,F,120+,150+,39865.0,19635.0,0.492537
2020-02-01,F,150+,180+,19635.0,16766.25,0.853896
2020-02-01,F,180+,GCO,16766.25,240778522.5,1.0
2020-02-01,G,Current,30+,21442126.96,14981.25,0.000699
2020-02-01,G,30+,60+,14981.25,0.0,0.0
2020-03-01,A,Current,30+,131139896.94,8500.0,6.5e-05
2020-03-01,A,60+,90+,16150.0,12750.0,0.789474
2020-03-01,A,90+,120+,18700.0,3400.0,0.181818
2020-03-01,A,120+,150+,24905.0,24735.0,0.993174
2020-03-01,A,180+,GCO,30770.0,165671863.75,1.0
2020-03-01,B,Current,30+,274550676.83,77350.0,0.000282
2020-03-01,B,30+,60+,24820.0,0.0,0.0
2020-03-01,B,60+,90+,91205.0,81770.0,0.896552
2020-03-01,B,90+,120+,64600.0,59755.0,0.925
2020-03-01,B,120+,150+,90142.5,122272.5,1.0
2020-03-01,B,150+,180+,58650.0,21420.0,0.365217
2020-03-01,B,180+,GCO,99875.0,604796547.5,1.0
2020-03-01,C,Current,30+,412392214.64,57800.0,0.00014
2020-03-01,C,30+,60+,64578.75,61688.75,0.955248
2020-03-01,C,60+,90+,198113.75,195075.0,0.984662
2020-03-01,C,90+,120+,75225.0,121082.5,1.0
2020-03-01,C,120+,150+,65790.0,42500.0,0.645995
2020-03-01,C,150+,180+,116237.5,130326.25,1.0
2020-03-01,C,180+,GCO,150853.75,1072283287.5,1.0
2020-03-01,D,Current,30+,228706077.74,30600.0,0.000134
2020-03-01,D,30+,60+,57077.5,15300.0,0.268057
2020-03-01,D,60+,90+,132047.5,110075.0,0.833602
2020-03-01,D,90+,120+,84320.0,111860.0,1.0
2020-03-01,D,120+,150+,151682.5,176672.5,1.0
2020-03-01,D,150+,180+,73015.0,84235.0,1.0
2020-03-01,D,180+,GCO,107610.0,829619656.25,1.0
2020-03-01,E,Current,30+,132328821.47,23800.0,0.00018
2020-03-01,E,60+,90+,27030.0,27030.0,1.0
2020-03-01,E,90+,120+,59818.75,47111.25,0.787567
2020-03-01,E,120+,150+,60690.0,73397.5,1.0
2020-03-01,E,150+,180+,90270.0,55250.0,0.612053
2020-03-01,E,180+,GCO,133556.25,555117808.75,1.0
2020-03-01,F,Current,30+,52841822.57,25903.75,0.00049
2020-03-01,F,60+,90+,14896.25,14896.25,1.0
2020-03-01,F,90+,120+,8500.0,8500.0,1.0
2020-03-01,F,120+,150+,65365.0,65365.0,1.0
2020-03-01,F,150+,180+,19635.0,19635.0,1.0
2020-03-01,F,180+,GCO,16766.25,240795288.75,1.0
2020-03-01,G,Current,30+,21030034.93,0.0,0.0
2020-03-01,G,30+,60+,14981.25,14981.25,1.0
2020-04-01,A,Current,30+,114217673.4,25160.0,0.00022
2020-04-01,A,30+,60+,8500.0,8500.0,1.0
2020-04-01,A,90+,120+,12750.0,16150.0,1.0
2020-04-01,A,120+,150+,3400.0,18700.0,1.0
2020-04-01,A,150+,180+,24735.0,24905.0,1.0
2020-04-01,A,180+,GCO,18870.0,165671863.75,1.0
2020-04-01,B,Current,30+,245363690.59,9945.0,4.1e-05
2020-04-01,B,30+,60+,77350.0,77350.0,1.0
2020-04-01,B,90+,120+,81770.0,107525.0,1.0
2020-04-01,B,120+,150+,59755.0,68850.0,1.0
2020-04-01,B,150+,180+,122272.5,87422.5,0.714981
2020-04-01,B,180+,GCO,21420.0,604817967.5,1.0
2020-04-01,C,Current,30+,375664602.58,38250.0,0.000102
2020-04-01,C,30+,60+,57800.0,79538.75,1.0
2020-04-01,C,60+,90+,61688.75,46580.0,0.755081
2020-04-01,C,90+,120+,195075.0,204595.0,1.0
2020-04-01,C,120+,150+,121082.5,86742.5,0.716392
2020-04-01,C,150+,180+,42500.0,47940.0,1.0
2020-04-01,C,180+,GCO,130326.25,1072400013.75,1.0
2020-04-01,D,Current,30+,209039902.07,21250.0,0.000102
2020-04-01,D,30+,60+,30600.0,30600.0,1.0
2020-04-01,D,60+,90+,15300.0,15300.0,1.0
2020-04-01,D,90+,120+,110075.0,173825.0,1.0
2020-04-01,D,120+,150+,111860.0,58820.0,0.525836
2020-04-01,D,150+,180+,176672.5,177182.5,1.0
2020-04-01,D,180+,GCO,84235.0,829692671.25,1.0
2020-04-01,E,Current,30+,119758312.43,23800.0,0.000199
2020-04-01,E,30+,60+,23800.0,36550.0,1.0
2020-04-01,E,60+,90+,12750.0,0.0,0.0
2020-04-01,E,90+,120+,27030.0,27030.0,1.0
2020-04-01,E,120+,150+,47111.25,59818.75,1.0
2020-04-01,E,150+,180+,73397.5,60690.0,0.826867
2020-04-01,E,180+,GCO,55250.0,555173058.75,1.0
2020-04-01,F,Current,30+,48350195.72,0.0,0.0
2020-04-01,F,30+,60+,25903.75,25903.75,1.0
2020-04-01,F,90+,120+,14896.25,14896.25,1.0
2020-04-01,F,120+,150+,8500.0,8500.0,1.0
2020-04-01,F,150+,180+,65365.0,65365.0,1.0
2020-04-01,F,180+,GCO,19635.0,240814923.75,1.0
2020-04-01,G,Current,30+,19580650.36,0.0,0.0
2020-04-01,G,60+,90+,14981.25,14981.25,1.0
2020-05-01,A,Current,30+,104354217.66,0.0,0.0
2020-05-01,A,30+,60+,25160.0,25160.0,1.0
2020-05-01,A,60+,90+,8500.0,8500.0,1.0
2020-05-01,A,120+,150+,16150.0,0.0,0.0
2020-05-01,A,150+,180+,18700.0,16150.0,0.863636
2020-05-01,A,180+,GCO,24905.0,165715468.75,1.0
2020-05-01,B,Current,30+,229163628.2,6375.0,2.8e-05
2020-05-01,B,30+,60+,9945.0,46495.0,1.0
2020-05-01,B,60+,90+,77350.0,30600.0,0.395604
2020-05-01,B,120+,150+,107525.0,72420.0,0.673518
2020-05-01,B,150+,180+,68850.0,47855.0,0.695062
2020-05-01,B,180+,GCO,87422.5,604961490.0,1.0
2020-05-01,C,Current,30+,355339377.23,69423.75,0.000195
2020-05-01,C,30+,60+,38250.0,11900.0,0.311111
2020-05-01,C,60+,90+,79538.75,36550.0,0.459524
2020-05-01,C,90+,120+,46580.0,82938.75,1.0
2020-05-01,C,120+,150+,204595.0,175248.75,0.856564
2020-05-01,C,150+,180+,86742.5,130963.75,1.0
2020-05-01,C,180+,GCO,47940.0,1072466058.75,1.0
2020-05-01,D,Current,30+,198159947.1,51000.0,0.000257
2020-05-01,D,30+,60+,21250.0,38738.75,1.0
2020-05-01,D,60+,90+,30600.0,30600.0,1.0
2020-05-01,D,90+,120+,15300.0,15300.0,1.0
2020-05-01,D,120+,150+,173825.0,110075.0,0.633252
2020-05-01,D,150+,180+,58820.0,88400.0,1.0
2020-05-01,D,180+,GCO,177182.5,829904023.75,1.0
2020-05-01,E,Current,30+,113178777.13,34892.5,0.000308
2020-05-01,E,30+,60+,23800.0,23800.0,1.0
2020-05-01,E,60+,90+,36550.0,3400.0,0.093023
2020-05-01,E,120+,150+,27030.0,27030.0,1.0
2020-05-01,E,150+,180+,59818.75,47111.25,0.787567
2020-05-01,E,180+,GCO,60690.0,555246456.25,1.0
2020-05-01,F,Current,30+,45956253.41,29686.25,0.000646
2020-05-01,F,60+,90+,25903.75,25903.75,1.0
2020-05-01,F,120+,150+,14896.25,14896.25,1.0
2020-05-01,F,150+,180+,8500.0,8500.0,1.0
2020-05-01,F,180+,GCO,65365.0,240880288.75,1.0
2020-05-01,G,Current,30+,18777188.78,0.0,0.0
2020-05-01,G,90+,120+,14981.25,14981.25,1.0
2020-06-01,A,Current,30+,90115206.84,0.0,0.0
2020-06-01,A,60+,90+,25160.0,25160.0,1.0
2020-06-01,A,90+,120+,8500.0,8500.0,1.0
2020-06-01,A,180+,GCO,16150.0,165715468.75,1.0
2020-06-01,B,Current,30+,204773107.35,27200.0,0.000133
2020-06-01,B,30+,60+,6375.0,42925.0,1.0
2020-06-01,B,60+,90+,46495.0,9945.0,0.213894
2020-06-01,B,90+,120+,30600.0,77350.0,1.0
2020-06-01,B,120+,150+,46750.0,0.0,0.0
2020-06-01,B,150+,180+,72420.0,107525.0,1.0
2020-06-01,B,180+,GCO,47855.0,604974240.0,1.0
2020-06-01,C,Current,30+,323301339.61,71570.0,0.000221
2020-06-01,C,30+,60+,69423.75,69423.75,1.0
2020-06-01,C,60+,90+,11900.0,38250.0,1.0
2020-06-01,C,90+,120+,36550.0,47918.75,1.0
2020-06-01,C,120+,150+,82938.75,64600.0,0.778888
2020-06-01,C,150+,180+,175248.75,218195.0,1.0
2020-06-01,C,180+,GCO,130963.75,1072534696.25,1.0
2020-06-01,D,Current,30+,180950178.96,90695.0,0.000501
2020-06-01,D,30+,60+,51000.0,25988.75,0.509583
2020-06-01,D,60+,90+,38738.75,21250.0,0.548546
2020-06-01,D,90+,120+,30600.0,30600.0,1.0
